Container ID,Commodity,Temperature,Humidity,Timestamp,Vibration,Battery
ATM0358,Avocado,5.72,58.59,2026-07-25 21:27:02.738101,6,81
ATM0359,Avocado,7.18,68.74,2026-07-25 21:27:02.738104,15,82
ATM0360,Avocado,5.47,60.56,2026-07-25 21:27:02.738106,4,96
ATM0361,Avocado,3.69,43.37,2026-07-25 21:27:02.738109,11,93
ATM0362,Avocado,2.37,64.65,2026-07-25 21:27:02.738112,7,80
ATM0363,Avocado,4.93,45.37,2026-07-25 21:27:02.738114,14,95
ATM0364,Avocado,2.65,47.34,2026-07-25 21:27:02.738117,10,97
ATM0365,Avocado,6.25,68.2,2026-07-25 21:27:02.738119,15,90
ATM0366,Avocado,2.57,54.22,2026-07-25 21:27:02.738122,7,85
ATM0367,Avocado,2.96,60.59,2026-07-25 21:27:02.738124,8,91
ATM0368,Avocado,5.79,44.76,2026-07-25 21:27:02.738127,6,85
ATM0369,Avocado,7.47,49.64,2026-07-25 21:27:02.738130,11,84
ATM0370,Avocado,3.82,48.86,2026-07-25 21:27:02.738132,7,91
ATM0371,Avocado,2.61,53.84,2026-07-25 21:27:02.738135,4,88
ATM0372,Avocado,7.38,67.23,2026-07-25 21:27:02.738137,12,83
ATM0373,Avocado,4.63,52.28,2026-07-25 21:27:02.738140,8,89
ATM0374,Avocado,7.2,51.81,2026-07-25 21:27:02.738142,9,99
ATM0375,Avocado,3.21,42.33,2026-07-25 21:27:02.738145,14,94
ATM0376,Avocado,5.95,54.29,2026-07-25 21:27:02.738148,13,96
ATM0377,Avocado,4.04,49.5,2026-07-25 21:27:02.738150,15,94
ATM0378,Avocado,6.81,55.16,2026-07-25 21:27:02.738153,15,87
ATM0379,Avocado,2.49,58.3,2026-07-25 21:27:02.738155,9,91
ATM0380,Avocado,4.43,65.22,2026-07-25 21:27:02.738158,3,85
ATM0381,Avocado,6.41,48.62,2026-07-25 21:27:02.738161,13,94
ATM0382,Avocado,2.73,53.46,2026-07-25 21:27:02.738163,5,94
ATM0383,Avocado,5.5,63.81,2026-07-25 21:27:02.738166,5,93
ATM0384,Avocado,7.25,40.09,2026-07-25 21:27:02.738168,8,91
ATM0385,Avocado,6.16,51.66,2026-07-25 21:27:02.738171,4,81
ATM0386,Avocado,6.01,63.02,2026-07-25 21:27:02.738173,15,90
ATM0387,Avocado,7.38,51.1,2026-07-25 21:27:02.738176,2,93
ATM0388,Avocado,7.24,65.67,2026-07-25 21:27:02.738178,10,91
ATM0389,Avocado,2.02,51.19,2026-07-25 21:27:02.738181,4,80
ATM0390,Avocado,6.08,67.06,2026-07-25 21:27:02.738184,15,91
ATM0391,Avocado,2.83,46.48,2026-07-25 21:27:02.738186,2,99
ATM0392,Avocado,3.78,44.37,2026-07-25 21:27:02.738189,14,100
ATM0393,Avocado,3.68,42.81,2026-07-25 21:27:02.738191,11,90
ATM0394,Avocado,7.51,51.07,2026-07-25 21:27:02.738194,13,93
ATM0395,Avocado,5.09,45.1,2026-07-25 21:27:02.738196,14,91
ATM0396,Avocado,2.25,41.84,2026-07-25 21:27:02.738199,5,98
ATM0397,Avocado,7.17,47.16,2026-07-25 21:27:02.738201,10,91
ATM0398,Avocado,3.5,55.95,2026-07-25 21:27:02.738204,7,89
ATM0399,Avocado,5.05,67.5,2026-07-25 21:27:02.738207,4,84
ATM0400,Avocado,7.62,63.62,2026-07-25 21:27:02.738209,6,94
ATM0401,Avocado,4.48,69.76,2026-07-25 21:27:02.738212,10,88
ATM0402,Avocado,5.89,41.38,2026-07-25 21:27:02.738214,3,90
ATM0403,Avocado,5.78,64.92,2026-07-25 21:27:02.738217,3,100
ATM0404,Avocado,3.36,56.64,2026-07-25 21:27:02.738220,12,81
ATM0405,Avocado,3.21,50.1,2026-07-25 21:27:02.738222,9,89
ATM0406,Avocado,3.4,68.79,2026-07-25 21:27:02.738225,5,99
ATM0407,Avocado,5.58,68.69,2026-07-25 21:27:02.738227,2,99
ATM0408,Avocado,4.86,47.33,2026-07-25 21:27:02.738232,2,94
ATM0409,Avocado,6.49,50.33,2026-07-25 21:27:02.738234,7,90
ATM0410,Avocado,2.93,64.17,2026-07-25 21:27:02.738237,14,82
ATM0411,Avocado,3.29,67.72,2026-07-25 21:27:02.738240,1,95
ATM0412,Avocado,3.22,48.03,2026-07-25 21:27:02.738242,4,84
ATM0413,Avocado,7.08,59.28,2026-07-25 21:27:02.738245,11,91
ATM0414,Avocado,6.34,51.84,2026-07-25 21:27:02.738247,1,93
ATM0415,Avocado,5.73,42.08,2026-07-25 21:27:02.738250,3,87
ATM0416,Avocado,7.43,59.24,2026-07-25 21:27:02.738252,13,97
ATM0417,Avocado,3.43,56.37,2026-07-25 21:27:02.738255,1,93
ATM0418,Avocado,3.31,44.35,2026-07-25 21:27:02.738257,7,91
ATM0419,Avocado,2.32,49.48,2026-07-25 21:27:02.738260,5,90
ATM0420,Avocado,7.36,63.05,2026-07-25 21:27:02.738262,3,88
ATM0421,Avocado,6.66,65.34,2026-07-25 21:27:02.738265,12,100
ATM0422,Avocado,5.58,42.45,2026-07-25 21:27:02.738267,7,91
ATM0423,Avocado,2.43,40.34,2026-07-25 21:27:02.738270,15,91
ATM0424,Avocado,5.74,53.32,2026-07-25 21:27:02.738272,6,81
ATM0425,Avocado,6.97,60.22,2026-07-25 21:27:02.738275,14,97
ATM0426,Avocado,7.31,44.88,2026-07-25 21:27:02.738277,2,81
ATM0427,Avocado,2.17,66.85,2026-07-25 21:27:02.738280,14,97
ATM0428,Avocado,4.98,44.78,2026-07-25 21:27:02.738282,15,84
ATM0429,Avocado,4.81,68.05,2026-07-25 21:27:02.738285,1,88
ATM0430,Avocado,3.2,46.23,2026-07-25 21:27:02.738287,10,96
ATM0431,Avocado,3.32,61.53,2026-07-25 21:27:02.738290,11,93
ATM0432,Avocado,4.54,47.88,2026-07-25 21:27:02.738292,8,95
ATM0433,Avocado,6.11,66.22,2026-07-25 21:27:02.738295,5,86
ATM0434,Avocado,2.56,66.96,2026-07-25 21:27:02.738298,10,86
ATM0435,Avocado,7.14,67.83,2026-07-25 21:27:02.738300,14,100
ATM0436,Avocado,5.33,47.9,2026-07-25 21:27:02.738303,2,83
ATM0437,Avocado,3.33,41.71,2026-07-25 21:27:02.738305,10,88
ATM0438,Avocado,2.18,56.06,2026-07-25 21:27:02.738308,10,80
ATM0439,Avocado,2.93,54.86,2026-07-25 21:27:02.738311,6,85
ATM0440,Avocado,7.85,43.02,2026-07-25 21:27:02.738313,2,81
ATM0441,Avocado,4.47,45.11,2026-07-25 21:27:02.738316,13,96
ATM0442,Avocado,6.46,50.93,2026-07-25 21:27:02.738318,8,87
ATM0443,Avocado,5.06,52.39,2026-07-25 21:27:02.738321,13,99
ATM0444,Avocado,5.75,49.47,2026-07-25 21:27:02.738323,9,92
ATM0445,Avocado,6.44,41.35,2026-07-25 21:27:02.738326,11,85
ATM0446,Avocado,7.57,47.59,2026-07-25 21:27:02.738328,12,82
ATM0447,Avocado,5.28,63.29,2026-07-25 21:27:02.738331,2,86
ATM0448,Avocado,5.74,68.78,2026-07-25 21:27:02.738334,13,84
ATM0449,Avocado,2.54,59.69,2026-07-25 21:27:02.738336,9,96
ATM0450,Avocado,6.08,69.96,2026-07-25 21:27:02.738338,6,84
ATM0451,Avocado,6.86,55.75,2026-07-25 21:27:02.738341,5,97
ATM0452,Avocado,5.94,43.73,2026-07-25 21:27:02.738344,13,86
ATM0453,Avocado,3.9,58.68,2026-07-25 21:27:02.738346,2,99
ATM0454,Avocado,3.26,64.79,2026-07-25 21:27:02.738349,9,89
ATM0455,Avocado,4.87,61.0,2026-07-25 21:27:02.738351,7,90
ATM0456,Avocado,5.39,54.17,2026-07-25 21:27:02.738354,8,92
ATM0457,Avocado,5.17,46.26,2026-07-25 21:27:02.738356,1,90
ATM0458,Avocado,2.95,41.33,2026-07-25 21:27:02.738359,3,93
ATM0459,Avocado,7.55,66.7,2026-07-25 21:27:02.738361,2,100
ATM0460,Avocado,5.51,65.79,2026-07-25 21:27:02.738364,7,88
ATM0461,Avocado,3.17,68.39,2026-07-25 21:27:02.738366,7,89
ATM0462,Avocado,5.87,61.66,2026-07-25 21:27:02.738369,11,88
ATM0463,Avocado,3.21,48.29,2026-07-25 21:27:02.738372,2,97
ATM0464,Avocado,4.41,64.33,2026-07-25 21:27:02.738374,13,93
ATM0465,Avocado,7.4,59.55,2026-07-25 21:27:02.738377,12,99
ATM0466,Avocado,5.91,65.39,2026-07-25 21:27:02.738379,3,93
ATM0467,Avocado,2.09,68.83,2026-07-25 21:27:02.738382,5,81
ATM0468,Avocado,7.57,42.11,2026-07-25 21:27:02.738384,8,84
ATM0469,Avocado,5.25,65.09,2026-07-25 21:27:02.738387,10,80
ATM0470,Avocado,2.45,62.14,2026-07-25 21:27:02.738389,2,99
ATM0471,Avocado,5.33,66.03,2026-07-25 21:27:02.738392,12,87
ATM0472,Avocado,4.21,64.7,2026-07-25 21:27:02.738395,3,94
ATM0473,Avocado,5.41,59.88,2026-07-25 21:27:02.738397,15,88
ATM0474,Avocado,7.28,62.6,2026-07-25 21:27:02.738400,9,86
ATM0475,Avocado,6.12,49.35,2026-07-25 21:27:02.738402,9,100
ATM0476,Avocado,6.29,55.0,2026-07-25 21:27:02.738405,15,94
ATM0477,Avocado,5.7,56.32,2026-07-25 21:27:02.738407,2,92
ATM0478,Avocado,3.71,51.07,2026-07-25 21:27:02.738410,13,85
ATM0479,Avocado,3.53,50.38,2026-07-25 21:27:02.738413,6,89
ATM0480,Avocado,4.0,58.3,2026-07-25 21:27:02.738415,15,99
ATM0481,Avocado,7.0,53.35,2026-07-25 21:27:02.738418,10,97
ATM0482,Avocado,5.76,65.59,2026-07-25 21:27:02.738420,15,85
ATM0483,Avocado,3.62,59.25,2026-07-25 21:27:02.738423,4,94
ATM0484,Avocado,5.33,43.44,2026-07-25 21:27:02.738425,1,94
ATM0485,Avocado,5.94,65.48,2026-07-25 21:27:02.738428,7,85
ATM0486,Avocado,6.85,53.72,2026-07-25 21:27:02.738431,11,80
ATM0487,Avocado,2.98,69.2,2026-07-25 21:27:02.738433,3,88
ATM0488,Avocado,4.88,54.77,2026-07-25 21:27:02.738436,10,82
ATM0489,Avocado,4.85,59.33,2026-07-25 21:27:02.738438,11,80
ATM0490,Avocado,7.96,59.96,2026-07-25 21:27:02.738441,4,86
ATM0491,Avocado,5.41,64.71,2026-07-25 21:27:02.738443,4,94
ATM0492,Avocado,3.36,53.75,2026-07-25 21:27:02.738446,10,93
ATM0493,Avocado,3.79,64.85,2026-07-25 21:27:02.738449,14,90
ATM0494,Avocado,4.04,64.27,2026-07-25 21:27:02.738451,2,99
ATM0495,Avocado,2.67,47.64,2026-07-25 21:27:02.738454,8,95
ATM0496,Avocado,3.69,55.95,2026-07-25 21:27:02.738456,9,94
ATM0497,Avocado,3.24,53.73,2026-07-25 21:27:02.738459,2,81
ATM0498,Avocado,6.42,52.5,2026-07-25 21:27:02.738461,4,93
ATM0499,Avocado,2.21,64.26,2026-07-25 21:27:02.738464,11,88
ATM0500,Avocado,3.24,40.62,2026-07-25 21:27:02.738466,13,81
ATM0501,Avocado,4.32,65.44,2026-07-25 21:27:02.738469,13,81
ATM0502,Avocado,5.09,69.65,2026-07-25 21:27:02.738472,5,83
ATM0503,Avocado,2.42,41.14,2026-07-25 21:27:02.738474,5,92
ATM0504,Avocado,6.38,63.3,2026-07-25 21:27:02.738477,9,87
ATM0505,Avocado,2.94,56.86,2026-07-25 21:27:02.738479,12,87
ATM0506,Avocado,7.29,51.35,2026-07-25 21:27:02.738482,10,94
ATM0507,Avocado,4.1,63.28,2026-07-25 21:27:02.738484,14,82
ATM0508,Avocado,5.63,66.01,2026-07-25 21:27:02.738487,13,95
ATM0509,Avocado,4.92,41.42,2026-07-25 21:27:02.738489,12,88
ATM0510,Avocado,4.32,56.42,2026-07-25 21:27:02.738492,4,82
ATM0511,Avocado,5.84,66.36,2026-07-25 21:27:02.738494,5,99
ATM0512,Avocado,3.94,59.95,2026-07-25 21:27:02.738497,4,87
ATM0513,Avocado,2.52,61.47,2026-07-25 21:27:02.738499,1,86
ATM0514,Avocado,2.2,65.42,2026-07-25 21:27:02.738502,8,84
ATM0515,Avocado,6.44,56.58,2026-07-25 21:27:02.738504,15,87
ATM0516,Avocado,3.56,61.42,2026-07-25 21:27:02.738507,15,97
ATM0517,Avocado,6.88,52.05,2026-07-25 21:27:02.738510,14,99
ATM0518,Avocado,4.52,52.93,2026-07-25 21:27:02.738512,5,81
ATM0519,Avocado,7.59,66.61,2026-07-25 21:27:02.738515,1,93
ATM0520,Avocado,4.17,54.51,2026-07-25 21:27:02.738517,1,81
ATM0521,Avocado,2.1,40.83,2026-07-25 21:27:02.738520,6,98
ATM0522,Avocado,7.36,57.64,2026-07-25 21:27:02.738522,11,95
ATM0523,Avocado,2.26,67.83,2026-07-25 21:27:02.738525,1,87
ATM0524,Avocado,7.92,50.73,2026-07-25 21:27:02.738527,12,98
ATM0525,Avocado,3.34,57.33,2026-07-25 21:27:02.738530,9,85
ATM0526,Avocado,4.17,51.62,2026-07-25 21:27:02.738532,6,100
ATM0527,Avocado,4.34,45.1,2026-07-25 21:27:02.738535,6,83
ATM0528,Avocado,6.8,48.53,2026-07-25 21:27:02.738538,13,84
ATM0529,Avocado,3.5,68.34,2026-07-25 21:27:02.738540,13,97
ATM0530,Avocado,5.14,55.96,2026-07-25 21:27:02.738543,12,86
ATM0531,Avocado,6.09,55.19,2026-07-25 21:27:02.738545,2,89
ATM0532,Avocado,6.17,48.94,2026-07-25 21:27:02.738548,8,92
ATM0533,Avocado,3.38,51.03,2026-07-25 21:27:02.738550,13,100
ATM0534,Avocado,6.08,48.94,2026-07-25 21:27:02.738553,15,82
ATM0535,Avocado,2.44,65.11,2026-07-25 21:27:02.738555,1,93
ATM0536,Avocado,4.55,60.44,2026-07-25 21:27:02.738558,1,80
ATM0537,Avocado,2.82,43.51,2026-07-25 21:27:02.738561,7,82
ATM0538,Avocado,5.15,63.68,2026-07-25 21:27:02.738563,4,93
ATM0539,Avocado,5.12,60.83,2026-07-25 21:27:02.738565,10,81
ATM0540,Avocado,3.85,42.48,2026-07-25 21:27:02.738568,11,80
ATM0541,Avocado,7.07,46.24,2026-07-25 21:27:02.738571,9,89
ATM0542,Avocado,4.59,61.91,2026-07-25 21:27:02.738573,15,87
ATM0543,Avocado,2.44,52.61,2026-07-25 21:27:02.738576,13,81
ATM0544,Avocado,4.35,46.53,2026-07-25 21:27:02.738580,15,93
ATM0545,Avocado,4.22,61.55,2026-07-25 21:27:02.738583,6,98
ATM0546,Avocado,6.77,45.0,2026-07-25 21:27:02.738585,4,84
ATM0547,Avocado,5.01,62.87,2026-07-25 21:27:02.738588,7,94
ATM0548,Avocado,6.94,49.71,2026-07-25 21:27:02.738590,8,97
ATM0549,Avocado,4.06,55.54,2026-07-25 21:27:02.738593,7,100
ATM0550,Avocado,2.57,61.0,2026-07-25 21:27:02.738595,12,96
ATM0551,Avocado,3.72,45.12,2026-07-25 21:27:02.738598,1,87
ATM0552,Avocado,7.12,52.12,2026-07-25 21:27:02.738601,4,95
ATM0553,Avocado,5.85,63.45,2026-07-25 21:27:02.738603,7,97
ATM0554,Avocado,3.37,53.92,2026-07-25 21:27:02.738606,9,90
ATM0555,Avocado,4.8,43.3,2026-07-25 21:27:02.738608,14,86
ATM0556,Avocado,3.3,43.67,2026-07-25 21:27:02.738611,14,96
ATM0557,Avocado,4.02,59.42,2026-07-25 21:27:02.738613,1,89
ATM0558,Avocado,7.25,52.4,2026-07-25 21:27:02.738616,1,97
ATM0559,Avocado,5.39,49.1,2026-07-25 21:27:02.738618,15,95
ATM0560,Avocado,4.4,45.18,2026-07-25 21:27:02.738621,9,86
ATM0561,Avocado,7.83,44.92,2026-07-25 21:27:02.738623,6,92
ATM0562,Avocado,7.3,67.73,2026-07-25 21:27:02.738626,2,90
ATM0563,Avocado,2.36,66.69,2026-07-25 21:27:02.738628,13,94
ATM0564,Avocado,6.02,55.19,2026-07-25 21:27:02.738631,4,85
ATM0565,Avocado,7.15,69.6,2026-07-25 21:27:02.738633,4,81
ATM0566,Avocado,6.76,66.91,2026-07-25 21:27:02.738636,3,96
ATM0567,Avocado,3.93,53.84,2026-07-25 21:27:02.738639,4,80
ATM0568,Avocado,6.22,48.91,2026-07-25 21:27:02.738641,8,99
ATM0569,Avocado,2.07,68.84,2026-07-25 21:27:02.738644,2,93
ATM0570,Avocado,3.02,69.95,2026-07-25 21:27:02.738647,11,82
ATM0571,Avocado,2.63,60.02,2026-07-25 21:27:02.738649,10,98
ATM0572,Avocado,4.55,44.01,2026-07-25 21:27:02.738652,2,96
ATM0573,Avocado,3.89,51.85,2026-07-25 21:27:02.738654,6,85
ATM0574,Avocado,6.72,51.76,2026-07-25 21:27:02.738657,2,90
ATM0575,Avocado,5.18,43.55,2026-07-25 21:27:02.738660,12,88
ATM0576,Avocado,2.36,62.14,2026-07-25 21:27:02.738662,9,82
ATM0577,Avocado,3.42,50.55,2026-07-25 21:27:02.738665,8,93
ATM0578,Avocado,6.47,59.57,2026-07-25 21:27:02.738667,10,84
ATM0579,Avocado,6.56,48.03,2026-07-25 21:27:02.738670,5,90
ATM0580,Avocado,4.81,44.07,2026-07-25 21:27:02.738673,8,100
ATM0581,Avocado,4.13,46.3,2026-07-25 21:27:02.738675,5,98
ATM0582,Avocado,7.66,49.65,2026-07-25 21:27:02.738678,13,98
ATM0583,Avocado,4.37,69.27,2026-07-25 21:27:02.738680,5,86
ATM0584,Avocado,3.05,45.1,2026-07-25 21:27:02.738683,10,97
ATM0585,Avocado,2.07,53.37,2026-07-25 21:27:02.738685,9,80
ATM0586,Avocado,2.51,42.63,2026-07-25 21:27:02.738688,9,90
ATM0587,Avocado,6.25,51.88,2026-07-25 21:27:02.738690,9,89
ATM0588,Avocado,6.38,46.52,2026-07-25 21:27:02.738693,12,91
ATM0589,Avocado,2.34,56.88,2026-07-25 21:27:02.738696,3,93
ATM0590,Avocado,5.79,52.68,2026-07-25 21:27:02.738698,4,100
ATM0591,Avocado,4.34,56.59,2026-07-25 21:27:02.738701,4,91
ATM0592,Avocado,2.18,45.12,2026-07-25 21:27:02.738703,9,81
ATM0593,Avocado,4.4,45.23,2026-07-25 21:27:02.738706,13,86
ATM0594,Avocado,2.37,69.5,2026-07-25 21:27:02.738708,9,99
ATM0595,Avocado,2.51,53.52,2026-07-25 21:27:02.738711,2,94
ATM0596,Avocado,3.74,45.93,2026-07-25 21:27:02.738713,10,97
ATM0597,Avocado,3.0,56.0,2026-07-25 21:27:02.738716,15,90
ATM0598,Avocado,7.11,58.8,2026-07-25 21:27:02.738719,9,86
ATM0599,Avocado,2.62,46.95,2026-07-25 21:27:02.738721,8,95
ATM0600,Avocado,6.68,66.49,2026-07-25 21:27:02.738724,10,83
ATM0601,Avocado,5.16,54.77,2026-07-25 21:27:02.738726,2,83
ATM0602,Avocado,4.45,62.63,2026-07-25 21:27:02.738729,13,99
ATM0603,Avocado,5.24,53.75,2026-07-25 21:27:02.738731,11,85
ATM0604,Avocado,6.15,56.96,2026-07-25 21:27:02.738734,14,100
ATM0605,Avocado,4.37,54.42,2026-07-25 21:27:02.738736,15,80
ATM0606,Avocado,5.42,45.13,2026-07-25 21:27:02.738739,9,88
ATM0607,Avocado,7.07,60.47,2026-07-25 21:27:02.738742,8,85
ATM0608,Avocado,2.77,49.62,2026-07-25 21:27:02.738744,9,99
ATM0609,Avocado,5.66,56.09,2026-07-25 21:27:02.738747,1,85
ATM0610,Avocado,2.51,49.31,2026-07-25 21:27:02.738749,10,95
ATM0611,Avocado,7.97,54.41,2026-07-25 21:27:02.738752,8,97
ATM0612,Avocado,7.63,58.05,2026-07-25 21:27:02.738754,8,99
ATM0613,Avocado,5.66,45.75,2026-07-25 21:27:02.738757,7,81
ATM0614,Avocado,6.69,50.55,2026-07-25 21:27:02.738759,1,83
ATM0615,Avocado,4.78,42.98,2026-07-25 21:27:02.738762,14,83
ATM0616,Avocado,3.03,59.63,2026-07-25 21:27:02.738765,6,84
ATM0617,Avocado,2.88,52.21,2026-07-25 21:27:02.738767,15,98
ATM0618,Avocado,4.05,43.49,2026-07-25 21:27:02.738770,13,93
ATM0619,Avocado,5.24,53.99,2026-07-25 21:27:02.738772,9,93
ATM0620,Avocado,3.08,44.87,2026-07-25 21:27:02.738775,13,94
ATM0621,Avocado,5.12,57.61,2026-07-25 21:27:02.738777,2,84
ATM0622,Avocado,6.4,45.35,2026-07-25 21:27:02.738780,6,95
ATM0623,Avocado,7.41,53.11,2026-07-25 21:27:02.738782,3,95
ATM0624,Avocado,5.11,69.85,2026-07-25 21:27:02.738785,15,82
ATM0625,Avocado,3.44,41.57,2026-07-25 21:27:02.738787,6,94
ATM0626,Avocado,7.8,67.99,2026-07-25 21:27:02.738790,6,98
ATM0627,Avocado,7.12,60.18,2026-07-25 21:27:02.738792,8,100
ATM0628,Avocado,5.11,59.52,2026-07-25 21:27:02.738795,13,95
ATM0629,Avocado,4.92,57.07,2026-07-25 21:27:02.738797,6,87
ATM0630,Avocado,4.91,64.42,2026-07-25 21:27:02.738800,2,95
ATM0631,Avocado,4.12,47.75,2026-07-25 21:27:02.738802,10,90
ATM0632,Avocado,2.34,66.31,2026-07-25 21:27:02.738805,8,85
ATM0633,Avocado,4.85,58.42,2026-07-25 21:27:02.738807,11,86
ATM0634,Avocado,4.9,54.53,2026-07-25 21:27:02.738810,15,92
ATM0635,Avocado,7.37,59.63,2026-07-25 21:27:02.738813,2,93
ATM0636,Avocado,5.03,40.16,2026-07-25 21:27:02.738815,15,97
ATM0637,Avocado,6.03,56.44,2026-07-25 21:27:02.738818,3,94
ATM0638,Avocado,3.62,43.9,2026-07-25 21:27:02.738820,15,85
ATM0639,Avocado,6.84,58.32,2026-07-25 21:27:02.738823,7,93
ATM0640,Avocado,4.44,65.43,2026-07-25 21:27:02.738825,15,80
ATM0641,Avocado,7.41,65.11,2026-07-25 21:27:02.738828,3,96
ATM0642,Avocado,5.72,69.4,2026-07-25 21:27:02.738830,1,96
ATM0643,Avocado,5.08,50.29,2026-07-25 21:27:02.738833,4,85
ATM0644,Avocado,4.98,52.7,2026-07-25 21:27:02.738835,7,85
ATM0645,Avocado,2.24,57.0,2026-07-25 21:27:02.738838,12,85
ATM0646,Avocado,5.91,59.61,2026-07-25 21:27:02.738840,13,94
ATM0647,Avocado,3.35,47.98,2026-07-25 21:27:02.738843,9,93
ATM0648,Avocado,4.73,61.6,2026-07-25 21:27:02.738845,11,89
ATM0649,Avocado,6.88,63.86,2026-07-25 21:27:02.738848,13,89
ATM0650,Avocado,2.17,40.46,2026-07-25 21:27:02.738851,4,88
ATM0651,Avocado,2.35,58.31,2026-07-25 21:27:02.738853,12,96
ATM0652,Avocado,4.64,44.49,2026-07-25 21:27:02.738856,15,92
ATM0653,Avocado,4.52,61.38,2026-07-25 21:27:02.738858,8,99
ATM0654,Avocado,7.84,54.77,2026-07-25 21:27:02.738861,15,81
ATM0655,Avocado,7.51,60.17,2026-07-25 21:27:02.738863,9,82
ATM0656,Avocado,4.96,65.55,2026-07-25 21:27:02.738866,2,83
ATM0657,Avocado,3.98,61.75,2026-07-25 21:27:02.738868,8,97
ATM0658,Avocado,6.24,58.98,2026-07-25 21:27:02.738871,12,99
ATM0659,Avocado,7.06,69.59,2026-07-25 21:27:02.738874,8,94
ATM0660,Avocado,3.1,67.04,2026-07-25 21:27:02.738876,15,89
ATM0661,Avocado,5.91,40.7,2026-07-25 21:27:02.738879,7,81
ATM0662,Avocado,7.57,44.98,2026-07-25 21:27:02.738881,6,83
ATM0663,Avocado,7.97,69.83,2026-07-25 21:27:02.738884,10,99
ATM0664,Avocado,3.0,57.23,2026-07-25 21:27:02.738887,10,84
ATM0665,Avocado,4.24,63.82,2026-07-25 21:27:02.738889,7,89
ATM0666,Avocado,2.26,48.53,2026-07-25 21:27:02.738892,6,84
ATM0667,Avocado,2.77,42.43,2026-07-25 21:27:02.738894,6,88
ATM0668,Avocado,3.59,59.84,2026-07-25 21:27:02.738897,1,91
ATM0669,Avocado,4.71,43.23,2026-07-25 21:27:02.738899,9,81
ATM0670,Avocado,2.92,59.68,2026-07-25 21:27:02.738902,3,96
ATM0671,Avocado,2.34,60.48,2026-07-25 21:27:02.738904,12,88
ATM0672,Avocado,6.23,65.92,2026-07-25 21:27:02.738907,7,91
ATM0673,Avocado,4.55,49.42,2026-07-25 21:27:02.738910,13,93
ATM0674,Avocado,6.61,42.24,2026-07-25 21:27:02.738912,12,82
ATM0675,Avocado,4.5,53.28,2026-07-25 21:27:02.738915,8,95
ATM0676,Avocado,4.2,61.83,2026-07-25 21:27:02.738917,14,92
ATM0677,Avocado,5.42,46.15,2026-07-25 21:27:02.738920,7,90
ATM0678,Avocado,5.2,52.6,2026-07-25 21:27:02.738922,2,91
ATM0679,Avocado,3.37,58.62,2026-07-25 21:27:02.738925,2,100
ATM0680,Avocado,5.51,69.73,2026-07-25 21:27:02.738927,2,96
ATM0681,Avocado,5.3,48.88,2026-07-25 21:27:02.738932,9,93
ATM0682,Avocado,5.34,52.2,2026-07-25 21:27:02.738935,5,90
ATM0683,Avocado,3.49,50.36,2026-07-25 21:27:02.738937,7,80
ATM0684,Avocado,4.8,64.03,2026-07-25 21:27:02.738940,6,95
ATM0685,Avocado,5.26,49.79,2026-07-25 21:27:02.738942,10,81
ATM0686,Avocado,6.14,55.44,2026-07-25 21:27:02.738945,14,86
ATM0687,Avocado,2.47,44.28,2026-07-25 21:27:02.738947,11,93
ATM0688,Avocado,7.88,60.35,2026-07-25 21:27:02.738950,2,80
ATM0689,Avocado,7.39,62.91,2026-07-25 21:27:02.738952,4,96
ATM0690,Avocado,7.83,60.67,2026-07-25 21:27:02.738955,3,90
ATM0691,Avocado,7.41,60.83,2026-07-25 21:27:02.738958,4,96
ATM0692,Avocado,4.4,43.49,2026-07-25 21:27:02.738960,9,89
ATM0693,Avocado,2.6,47.27,2026-07-25 21:27:02.738963,14,83
ATM0694,Avocado,6.89,69.26,2026-07-25 21:27:02.738965,12,90
ATM0695,Avocado,2.94,45.93,2026-07-25 21:27:02.738968,3,99
ATM0696,Avocado,2.23,46.56,2026-07-25 21:27:02.738970,12,96
ATM0697,Avocado,7.08,64.77,2026-07-25 21:27:02.738973,11,83
ATM0698,Avocado,5.93,66.42,2026-07-25 21:27:02.738976,4,92
ATM0699,Avocado,2.37,49.48,2026-07-25 21:27:02.738978,2,96
ATM0700,Avocado,4.07,45.76,2026-07-25 21:27:02.738981,10,89
ATM0701,Avocado,3.22,63.94,2026-07-25 21:27:02.738983,10,83
ATM0702,Avocado,4.21,55.58,2026-07-25 21:27:02.738986,11,93
ATM0703,Avocado,5.21,67.73,2026-07-25 21:27:02.738988,6,82
ATM0704,Avocado,7.21,59.96,2026-07-25 21:27:02.738991,8,84
ATM0705,Avocado,5.22,52.38,2026-07-25 21:27:02.738993,12,87
ATM0706,Avocado,4.77,62.9,2026-07-25 21:27:02.738996,3,93
ATM0707,Avocado,3.74,59.48,2026-07-25 21:27:02.738998,1,91
ATM0708,Avocado,2.99,56.66,2026-07-25 21:27:02.739001,1,81
ATM0709,Avocado,5.35,63.18,2026-07-25 21:27:02.739004,10,97
ATM0710,Avocado,4.7,64.43,2026-07-25 21:27:02.739006,2,99
ATM0711,Avocado,6.84,67.08,2026-07-25 21:27:02.739009,5,91
ATM0712,Avocado,7.02,57.83,2026-07-25 21:27:02.739011,1,89
ATM0713,Avocado,2.04,49.41,2026-07-25 21:27:02.739014,10,81
ATM0714,Avocado,2.17,56.32,2026-07-25 21:27:02.739016,4,99
ATM0715,Avocado,3.45,42.49,2026-07-25 21:27:02.739019,8,91
